event_id,event_type,city,venue_capacity,is_indoor,date,weekday,is_weekend,holiday,start_time_hour,duration_hours,ticket_price,promotion_days,promo_channels_count,organizer_reputation,lead_time_days,competing_events_same_day,weather_temp_c,weather_is_rain,weather_rain_mm,historical_avg_attendance,promotion_budget,attendance
EVT1212,concert,Hyderabad,500,0,2025-02-12,Wednesday,0,0,16,2.0,1120.0,24,4,5,72,2,26.6,0,0.0,275,2000.0,500
EVT1213,festival,Indore,200,0,2024-12-04,Wednesday,0,0,16,3.0,16.0,22,4,3,19,4,30.0,0,2.3,91,20000.0,200
EVT1214,seminar,Indore,2000,1,2024-07-03,Wednesday,0,0,21,4.0,240.0,25,0,1,13,2,23.2,1,8.9,620,0.0,1155
EVT1215,festival,Hyderabad,800,0,2025-08-22,Friday,0,0,11,4.0,104.0,14,2,4,53,3,27.5,0,0.0,229,5000.0,800
EVT1216,festival,Pune,200,0,2025-02-03,Monday,0,0,13,2.0,298.0,1,3,5,46,1,30.7,0,0.3,37,20000.0,200
EVT1217,seminar,Bengaluru,800,1,2025-12-25,Thursday,0,0,17,3.0,152.0,27,2,4,89,2,13.1,0,0.0,454,10000.0,800
EVT1218,sports,Hyderabad,200,1,2025-07-10,Thursday,0,0,13,2.0,639.0,2,2,4,17,3,27.4,0,1.5,70,10000.0,200
EVT1219,sports,Indore,200,0,2024-04-19,Friday,0,0,21,2.0,737.0,24,2,4,27,4,26.0,1,3.0,89,5000.0,200
EVT1220,Stand-up,Indore,300,1,2025-05-04,Sunday,1,0,21,1.5,205.0,8,4,5,20,0,22.0,0,0.0,126,2000.0,300
EVT1221,festival,Bengaluru,1200,1,2025-12-06,Saturday,1,0,18,3.0,146.0,9,4,3,5,2,24.3,0,6.4,612,2000.0,1200
EVT1222,concert,Bengaluru,150,0,2025-05-14,Wednesday,0,0,10,2.0,459.0,2,3,4,49,4,23.6,0,0.0,70,2000.0,150
EVT1223,sports,Delhi,1200,1,2024-11-22,Friday,0,0,17,1.5,659.0,12,2,3,6,3,23.2,0,0.0,319,0.0,356
EVT1224,concert,Mumbai,2000,0,2024-05-22,Wednesday,0,0,15,3.0,687.0,5,4,5,43,4,32.5,0,0.0,733,5000.0,2000
EVT1225,concert,Pune,3000,1,2025-03-21,Friday,0,0,12,4.0,497.0,1,4,2,82,0,29.5,0,0.3,1312,20000.0,3000
EVT1226,concert,Mumbai,500,0,2024-01-20,Saturday,1,0,16,1.5,812.0,28,0,3,28,2,32.7,0,0.0,356,5000.0,500
EVT1227,sports,Hyderabad,500,0,2025-01-21,Tuesday,0,0,12,3.0,372.0,6,1,3,58,4,22.7,1,6.4,19,0.0,0
EVT1228,festival,Indore,1200,1,2025-12-23,Tuesday,0,0,20,3.0,376.0,22,1,2,70,3,17.4,0,4.4,358,2000.0,945
EVT1229,Stand-up,Mumbai,300,0,2025-06-09,Monday,0,0,11,3.0,362.0,29,3,1,28,0,29.2,0,4.2,133,10000.0,300
EVT1230,festival,Hyderabad,150,0,2025-05-02,Friday,0,0,16,3.0,165.0,5,3,3,55,1,27.0,0,0.8,52,5000.0,150
EVT1231,concert,Pune,1200,1,2024-10-06,Sunday,1,0,13,1.5,1191.0,10,1,5,56,2,19.5,0,0.0,738,2000.0,1103
EVT1232,Stand-up,Hyderabad,800,1,2025-10-01,Wednesday,0,0,14,1.5,171.0,25,1,5,80,0,16.8,1,5.5,315,0.0,800
EVT1233,sports,Indore,500,1,2024-05-24,Friday,0,0,19,4.0,628.0,13,3,5,25,4,33.1,0,3.7,99,20000.0,500
EVT1234,festival,Hyderabad,200,1,2025-10-03,Friday,0,0,20,1.5,119.0,28,1,3,65,3,21.6,0,0.0,106,5000.0,200
EVT1235,Stand-up,Hyderabad,500,1,2024-10-21,Monday,0,1,14,4.0,313.0,25,1,4,44,0,22.4,0,2.8,143,5000.0,500
EVT1236,sports,Pune,3000,1,2025-09-05,Friday,0,0,9,4.0,271.0,27,3,3,41,1,18.5,1,8.9,1270,10000.0,3000
EVT1237,festival,Bengaluru,300,1,2025-02-07,Friday,0,0,14,4.0,178.0,7,0,2,83,1,30.5,1,8.5,151,2000.0,300
EVT1238,sports,Bengaluru,2000,1,2025-09-12,Friday,0,0,16,4.0,851.0,4,1,5,7,1,20.9,1,5.8,571,0.0,1074
EVT1239,Stand-up,Indore,2000,1,2025-07-24,Thursday,0,0,19,2.0,222.0,13,0,2,62,2,20.3,0,0.7,645,5000.0,1680
EVT1240,sports,Hyderabad,800,1,2025-06-26,Thursday,0,0,15,1.5,224.0,20,1,2,63,4,27.9,0,0.0,281,2000.0,600
EVT1241,Stand-up,Indore,1200,0,2024-04-08,Monday,0,0,16,2.0,163.0,8,3,1,9,1,30.7,0,0.0,95,2000.0,768
EVT1242,Stand-up,Delhi,800,1,2024-07-12,Friday,0,0,9,2.0,346.0,16,4,4,19,4,26.2,0,4.2,304,20000.0,800
EVT1243,Stand-up,Bengaluru,200,0,2025-02-04,Tuesday,0,1,21,2.0,346.0,11,2,1,32,2,22.5,0,3.0,107,0.0,22
EVT1244,Stand-up,Pune,1200,1,2025-11-23,Sunday,1,0,15,2.0,344.0,15,1,5,10,1,27.6,1,4.7,485,5000.0,1200
EVT1245,concert,Bengaluru,150,0,2024-05-15,Wednesday,0,0,14,3.0,1187.0,20,1,3,7,1,25.4,1,6.8,46,2000.0,0
EVT1246,concert,Pune,300,0,2024-06-23,Sunday,1,0,19,3.0,1192.0,25,0,1,82,3,33.9,1,5.5,90,10000.0,300
EVT1247,Stand-up,Bengaluru,800,1,2025-04-06,Sunday,1,0,20,2.0,588.0,11,4,4,71,0,28.5,0,0.4,309,0.0,800
EVT1248,festival,Bengaluru,500,0,2024-12-23,Monday,0,0,14,2.0,88.0,18,2,5,76,4,28.8,0,3.3,260,2000.0,500
EVT1249,seminar,Indore,200,1,2025-04-19,Saturday,1,0,20,3.0,100.0,19,1,4,73,1,21.9,0,2.0,94,10000.0,200
EVT1250,festival,Mumbai,200,0,2024-11-11,Monday,0,0,21,4.0,75.0,21,3,4,42,4,19.3,0,3.9,65,2000.0,200
EVT1251,Stand-up,Pune,200,1,2025-06-05,Thursday,0,0,19,2.0,381.0,26,3,1,9,2,27.0,0,0.0,68,5000.0,200
EVT1252,festival,Pune,1200,0,2024-12-13,Friday,0,0,11,3.0,162.0,17,0,4,46,4,25.3,0,3.8,744,10000.0,1200
EVT1253,Stand-up,Pune,150,0,2025-10-03,Friday,0,0,14,3.0,517.0,3,2,2,66,0,17.2,1,6.1,17,2000.0,0
EVT1254,concert,Hyderabad,200,0,2024-01-22,Monday,0,0,10,3.0,1065.0,15,3,1,55,2,16.1,0,5.1,64,0.0,0
EVT1255,sports,Mumbai,2000,1,2024-10-03,Thursday,0,0,13,1.5,278.0,23,2,5,13,4,24.1,0,0.0,201,10000.0,2000
EVT1256,seminar,Mumbai,800,1,2025-11-04,Tuesday,0,0,14,2.0,215.0,7,1,3,70,3,27.1,0,0.0,396,5000.0,800
EVT1257,festival,Mumbai,300,0,2025-02-05,Wednesday,0,0,18,2.0,313.0,7,2,3,66,0,18.1,1,13.0,122,5000.0,300
EVT1258,festival,Hyderabad,800,1,2025-02-15,Saturday,1,0,16,3.0,356.0,23,0,2,49,2,29.9,0,0.0,386,10000.0,800
EVT1259,Stand-up,Mumbai,300,0,2025-04-21,Monday,0,0,10,2.0,287.0,13,2,2,58,4,31.4,1,1.2,130,2000.0,83
EVT1260,seminar,Delhi,500,1,2024-11-02,Saturday,1,0,16,1.5,46.0,21,1,5,49,4,22.8,0,0.5,264,0.0,500
EVT1261,festival,Mumbai,800,0,2024-10-09,Wednesday,0,0,20,3.0,306.0,26,4,3,62,1,24.4,0,1.6,449,2000.0,800
EVT1262,concert,Bengaluru,500,0,2024-12-13,Friday,0,0,12,2.0,992.0,14,3,1,10,2,19.3,0,2.3,187,10000.0,500
EVT1263,Stand-up,Indore,500,0,2025-08-12,Tuesday,0,0,18,3.0,395.0,10,2,3,37,1,30.6,1,0.0,253,10000.0,500
EVT1264,concert,Mumbai,500,1,2024-06-13,Thursday,0,0,11,2.0,1427.0,23,1,1,59,1,30.5,1,7.7,145,0.0,0
EVT1265,seminar,Mumbai,300,1,2024-07-04,Thursday,0,0,11,1.5,231.0,22,1,5,17,4,28.1,0,0.0,184,5000.0,300
EVT1266,festival,Mumbai,500,0,2024-10-13,Sunday,1,0,21,3.0,183.0,4,0,2,17,0,23.9,0,0.0,296,0.0,500
EVT1267,concert,Mumbai,300,0,2024-09-06,Friday,0,0,13,2.0,752.0,13,1,2,45,0,28.6,0,3.7,10,0.0,211
EVT1268,Stand-up,Bengaluru,3000,1,2025-03-14,Friday,0,0,21,3.0,347.0,28,2,3,69,3,27.8,0,0.0,1838,0.0,1775
EVT1269,seminar,Indore,500,1,2025-11-12,Wednesday,0,0,14,1.5,53.0,7,0,4,48,2,21.1,0,0.0,265,10000.0,500
EVT1270,sports,Mumbai,500,0,2024-10-06,Sunday,1,0,15,2.0,208.0,8,3,5,81,3,19.7,0,2.7,179,2000.0,500
EVT1271,festival,Hyderabad,150,0,2025-06-03,Tuesday,0,0,17,1.5,1.0,28,0,3,12,2,29.9,1,4.7,64,10000.0,150
EVT1272,concert,Bengaluru,150,0,2025-10-26,Sunday,1,0,10,4.0,1291.0,26,4,3,60,1,19.9,0,0.5,66,5000.0,150
EVT1273,Stand-up,Mumbai,3000,1,2024-09-09,Monday,0,0,15,2.0,99.0,6,0,3,32,4,29.4,0,0.0,1240,0.0,2306
EVT1274,concert,Pune,500,1,2025-03-22,Saturday,1,0,21,4.0,1490.0,16,2,3,75,3,27.0,0,0.0,141,10000.0,500
EVT1275,Stand-up,Delhi,300,1,2025-10-20,Monday,0,0,17,1.5,497.0,14,4,3,67,1,23.5,0,1.4,124,2000.0,300
EVT1276,seminar,Indore,800,1,2025-08-06,Wednesday,0,0,12,2.0,2.0,4,2,1,17,4,32.7,1,4.8,275,0.0,364
EVT1277,Stand-up,Pune,800,0,2024-02-14,Wednesday,0,0,20,3.0,468.0,29,0,3,88,0,24.0,1,6.1,93,5000.0,800
EVT1278,festival,Pune,1200,1,2025-05-04,Sunday,1,0,13,1.5,346.0,12,0,5,82,0,17.7,0,2.0,437,5000.0,1200
EVT1279,sports,Pune,500,0,2024-04-14,Sunday,1,0,9,1.5,791.0,27,3,4,71,2,30.0,0,0.0,352,0.0,500
EVT1280,Stand-up,Hyderabad,2000,1,2024-08-24,Saturday,1,0,12,3.0,488.0,14,2,1,14,0,32.5,0,3.1,548,20000.0,2000
EVT1281,seminar,Mumbai,200,1,2025-01-25,Saturday,1,0,11,3.0,136.0,0,0,4,44,4,23.5,1,3.7,27,5000.0,200
EVT1282,Stand-up,Delhi,2000,0,2025-10-07,Tuesday,0,0,11,1.5,440.0,10,0,2,49,2,24.8,0,1.4,1209,5000.0,2000
EVT1283,festival,Mumbai,800,0,2024-12-05,Thursday,0,1,15,2.0,391.0,15,4,1,49,3,19.2,0,1.5,229,10000.0,800
EVT1284,festival,Pune,800,0,2024-03-04,Monday,0,0,17,3.0,7.0,7,2,5,17,4,20.0,0,0.7,239,2000.0,800
EVT1285,seminar,Pune,1200,1,2024-01-04,Thursday,0,0,12,1.5,144.0,2,4,1,66,3,24.7,0,0.0,337,2000.0,951
EVT1286,seminar,Pune,200,1,2024-02-15,Thursday,0,0,10,1.5,142.0,29,2,2,61,3,23.5,0,0.0,13,2000.0,200
EVT1287,seminar,Bengaluru,500,0,2025-12-17,Wednesday,0,0,20,2.0,65.0,14,2,4,79,0,22.7,1,10.2,225,2000.0,500
EVT1288,seminar,Indore,200,1,2024-02-25,Sunday,1,0,10,2.0,108.0,23,3,3,35,0,27.5,0,0.0,129,10000.0,200
EVT1289,festival,Indore,300,1,2024-08-26,Monday,0,0,14,3.0,297.0,2,1,2,4,2,25.0,0,0.0,185,2000.0,257
EVT1290,festival,Indore,1200,0,2024-04-26,Friday,0,0,17,2.0,190.0,11,2,1,32,3,25.9,0,0.0,656,10000.0,1200
EVT1291,seminar,Pune,1200,1,2025-05-20,Tuesday,0,0,17,4.0,249.0,24,0,4,55,3,26.2,0,0.0,652,0.0,813
EVT1292,seminar,Bengaluru,500,0,2025-02-18,Tuesday,0,0,21,2.0,34.0,8,2,5,71,2,26.9,1,3.9,346,20000.0,500
EVT1293,festival,Hyderabad,500,0,2025-03-02,Sunday,1,0,13,1.5,180.0,9,0,4,66,4,27.2,0,2.8,297,2000.0,500
EVT1294,festival,Mumbai,300,1,2024-12-13,Friday,0,0,15,3.0,61.0,27,2,3,56,2,27.4,1,1.5,121,2000.0,300
EVT1295,Stand-up,Hyderabad,2000,1,2025-11-24,Monday,0,0,17,3.0,518.0,0,1,3,24,4,25.8,0,0.0,956,10000.0,2000
EVT1296,seminar,Hyderabad,800,1,2024-10-04,Friday,0,0,9,3.0,281.0,8,0,2,14,0,30.7,0,0.0,179,5000.0,771
EVT1297,seminar,Pune,200,1,2024-05-03,Friday,0,0,10,4.0,273.0,17,4,4,53,0,32.3,0,0.0,49,0.0,200
EVT1298,sports,Indore,2000,1,2024-03-01,Friday,0,0,9,1.5,941.0,2,1,5,57,1,22.5,0,0.0,896,10000.0,2000
EVT1299,sports,Pune,200,0,2024-01-22,Monday,0,0,10,1.5,394.0,19,4,4,71,0,20.4,0,0.9,63,2000.0,200
EVT1300,Stand-up,Indore,2000,1,2024-01-05,Friday,0,0,19,2.0,256.0,25,0,4,68,0,23.5,1,6.9,594,5000.0,2000
EVT1301,concert,Mumbai,150,1,2024-09-06,Friday,0,0,21,4.0,1125.0,20,2,3,31,2,21.0,0,0.0,25,10000.0,150
EVT1302,seminar,Delhi,1200,1,2024-03-14,Thursday,0,0,12,4.0,121.0,22,0,2,60,4,27.6,0,1.4,667,5000.0,1167
EVT1303,festival,Hyderabad,1200,0,2024-08-23,Friday,0,1,19,2.0,300.0,19,3,2,81,3,30.4,1,8.6,294,2000.0,1200
EVT1304,Stand-up,Delhi,300,1,2024-10-23,Wednesday,0,0,17,1.5,267.0,3,1,3,75,2,27.4,0,4.2,132,10000.0,300
EVT1305,festival,Indore,1200,1,2025-08-22,Friday,0,0,10,2.0,306.0,18,0,5,62,3,24.3,0,4.6,30,2000.0,1200
EVT1306,sports,Indore,500,0,2024-02-19,Monday,0,0,9,2.0,550.0,10,1,2,50,1,17.4,0,0.0,94,2000.0,197
EVT1307,sports,Bengaluru,500,1,2025-11-24,Monday,0,0,16,3.0,470.0,26,3,2,32,3,27.6,0,0.7,194,5000.0,500
EVT1308,sports,Mumbai,800,1,2025-01-08,Wednesday,0,0,13,1.5,421.0,3,0,3,80,4,22.6,0,0.0,435,2000.0,368
EVT1309,Stand-up,Indore,150,0,2024-10-13,Sunday,1,0,14,3.0,536.0,2,2,5,49,4,21.6,0,0.0,71,2000.0,150
EVT1310,festival,Bengaluru,800,0,2025-09-08,Monday,0,0,21,2.0,109.0,22,4,4,58,0,18.0,1,2.7,461,5000.0,800
EVT1311,seminar,Pune,200,1,2025-09-24,Wednesday,0,0,17,2.0,256.0,5,0,3,55,0,24.9,0,3.7,41,10000.0,200
EVT1312,festival,Bengaluru,300,1,2025-06-19,Thursday,0,0,20,1.5,259.0,12,0,1,14,4,24.7,1,7.4,95,10000.0,300
EVT1313,seminar,Pune,500,1,2025-11-07,Friday,0,0,21,3.0,297.0,2,4,2,14,0,21.7,0,1.2,384,0.0,477
EVT1314,sports,Delhi,150,0,2025-12-01,Monday,0,0,10,2.0,711.0,4,4,4,27,1,28.2,0,6.0,63,5000.0,150
EVT1315,concert,Bengaluru,800,1,2025-09-17,Wednesday,0,0,16,3.0,1064.0,20,3,1,66,0,22.9,0,3.2,432,10000.0,800
EVT1316,Stand-up,Pune,500,1,2025-10-06,Monday,0,0,16,2.0,314.0,24,4,4,68,0,28.0,0,2.8,236,10000.0,500
EVT1317,concert,Bengaluru,3000,1,2024-06-08,Saturday,1,0,9,1.5,1042.0,22,4,4,58,3,32.9,1,5.3,1185,10000.0,3000
EVT1318,seminar,Bengaluru,1200,1,2025-05-12,Monday,0,0,15,2.0,88.0,23,2,4,88,0,32.1,0,2.5,728,2000.0,1200
EVT1319,sports,Mumbai,300,1,2025-01-14,Tuesday,0,0,15,4.0,587.0,11,0,5,57,4,24.9,1,2.3,97,10000.0,300
EVT1320,seminar,Hyderabad,200,1,2025-02-10,Monday,0,0,16,3.0,1.0,18,1,3,33,1,19.9,1,2.6,86,10000.0,200
EVT1321,seminar,Indore,500,1,2025-06-23,Monday,0,0,12,2.0,57.0,0,1,4,10,0,28.7,0,0.0,185,2000.0,500
EVT1322,concert,Pune,300,0,2024-05-17,Friday,0,0,17,2.0,876.0,7,0,4,82,3,36.7,0,4.2,158,0.0,0
EVT1323,seminar,Delhi,150,1,2025-05-16,Friday,0,1,21,1.5,60.0,12,0,3,25,2,25.5,0,0.0,69,2000.0,150
EVT1324,seminar,Mumbai,1200,0,2024-05-13,Monday,0,0,9,2.0,228.0,28,3,3,38,3,26.5,0,0.0,564,20000.0,1200
EVT1325,sports,Pune,300,1,2025-07-23,Wednesday,0,0,13,3.0,547.0,21,2,3,48,3,28.8,0,0.0,139,10000.0,300
EVT1326,concert,Indore,300,0,2024-07-12,Friday,0,0,16,2.0,1142.0,12,1,3,29,3,26.3,1,6.5,130,5000.0,173
EVT1327,concert,Mumbai,800,0,2025-04-05,Saturday,1,0,11,1.5,455.0,22,2,3,60,0,29.2,0,0.0,284,5000.0,800
EVT1328,concert,Pune,150,1,2025-01-25,Saturday,1,0,15,3.0,1133.0,29,1,1,26,0,18.1,0,0.0,65,2000.0,29
EVT1329,Stand-up,Mumbai,500,0,2025-04-05,Saturday,1,0,15,4.0,525.0,7,0,4,23,3,29.1,0,4.9,110,0.0,500
EVT1330,seminar,Indore,2000,1,2024-07-08,Monday,0,0,13,4.0,111.0,15,1,3,69,3,31.1,0,0.0,616,5000.0,1692
EVT1331,seminar,Bengaluru,500,1,2025-03-10,Monday,0,0,12,4.0,198.0,24,0,3,68,2,28.1,0,4.1,136,2000.0,500
EVT1332,seminar,Hyderabad,800,1,2024-06-01,Saturday,1,0,11,1.5,290.0,20,0,1,56,3,26.1,1,6.7,553,0.0,615
EVT1333,sports,Pune,500,1,2025-09-14,Sunday,1,0,18,1.5,521.0,29,2,4,23,2,19.2,0,4.7,169,2000.0,500
EVT1334,Stand-up,Indore,2000,1,2025-04-24,Thursday,0,0,17,3.0,190.0,19,3,5,61,3,21.2,0,5.6,1119,5000.0,2000
EVT1335,concert,Bengaluru,150,0,2025-10-10,Friday,0,0,17,1.5,949.0,23,4,4,43,0,21.5,0,2.5,68,0.0,150
EVT1336,concert,Indore,800,0,2024-09-24,Tuesday,0,0,18,3.0,785.0,20,2,5,62,4,18.9,1,1.8,191,5000.0,800
EVT1337,seminar,Pune,2000,0,2025-03-21,Friday,0,0,17,1.5,190.0,11,2,3,77,3,24.1,0,3.1,589,10000.0,2000
EVT1338,festival,Delhi,3000,1,2024-04-22,Monday,0,0,14,2.0,31.0,28,4,2,40,4,27.4,0,0.0,939,2000.0,2199
EVT1339,concert,Mumbai,300,0,2024-05-14,Tuesday,0,0,12,1.5,645.0,3,2,3,30,1,29.8,0,0.0,86,0.0,300
EVT1340,Stand-up,Mumbai,200,1,2024-09-11,Wednesday,0,0,12,3.0,148.0,1,4,5,82,2,26.0,0,3.2,100,0.0,200
EVT1341,concert,Bengaluru,500,1,2024-07-03,Wednesday,0,0,18,3.0,770.0,20,2,3,7,4,29.8,1,9.3,137,5000.0,500
EVT1342,seminar,Pune,500,1,2024-06-16,Sunday,1,0,13,2.0,252.0,25,3,5,53,0,28.4,0,0.0,77,10000.0,500
EVT1343,Stand-up,Indore,200,1,2025-02-15,Saturday,1,1,18,2.0,322.0,15,1,3,33,2,22.3,0,1.4,80,0.0,200
EVT1344,concert,Mumbai,2000,1,2024-11-11,Monday,0,0,17,3.0,463.0,18,1,5,61,4,26.2,0,0.0,741,10000.0,2000
EVT1345,sports,Pune,1200,1,2024-08-22,Thursday,0,0,15,3.0,294.0,26,2,1,41,4,21.8,0,3.5,230,2000.0,545
EVT1346,festival,Pune,200,0,2024-02-01,Thursday,0,0,21,1.5,312.0,18,0,4,45,3,29.6,0,1.1,21,2000.0,200
EVT1347,seminar,Hyderabad,1200,0,2025-12-18,Thursday,0,0,18,1.5,191.0,16,0,1,14,0,28.1,0,4.8,317,20000.0,1200
EVT1348,festival,Mumbai,1200,1,2025-03-25,Tuesday,0,0,15,2.0,162.0,29,2,4,35,4,27.8,0,0.0,476,10000.0,1200
EVT1349,Stand-up,Delhi,800,1,2025-06-24,Tuesday,0,0,9,2.0,570.0,1,1,4,46,1,30.1,1,7.6,588,10000.0,800
EVT1350,festival,Indore,300,1,2024-05-06,Monday,0,0,12,1.5,303.0,11,0,5,10,4,25.1,0,0.0,71,10000.0,300
EVT1351,seminar,Hyderabad,500,1,2025-12-23,Tuesday,0,0,21,3.0,153.0,22,1,4,16,2,21.3,1,4.2,263,0.0,500
EVT1352,Stand-up,Delhi,2000,0,2025-11-09,Sunday,1,0,19,2.0,148.0,5,0,5,13,4,31.5,0,0.0,1034,2000.0,2000
EVT1353,Stand-up,Hyderabad,800,1,2024-07-22,Monday,0,0,16,2.0,162.0,21,0,1,48,0,29.9,1,8.4,10,0.0,306
EVT1354,sports,Mumbai,500,0,2025-09-12,Friday,0,0,9,3.0,407.0,25,4,1,79,1,23.0,1,5.1,242,5000.0,500
EVT1355,Stand-up,Pune,1200,1,2024-01-10,Wednesday,0,0,11,2.0,559.0,22,3,3,32,1,21.6,0,0.0,541,5000.0,1081
EVT1356,seminar,Delhi,200,1,2024-06-24,Monday,0,0,17,2.0,87.0,28,4,3,70,1,38.8,1,8.5,48,2000.0,200
EVT1357,festival,Hyderabad,500,1,2024-08-13,Tuesday,0,0,20,2.0,328.0,14,0,5,76,2,24.0,0,0.0,254,20000.0,500
EVT1358,festival,Bengaluru,200,1,2024-03-25,Monday,0,0,20,1.5,104.0,23,3,1,86,2,27.1,0,0.0,109,2000.0,200
EVT1359,festival,Bengaluru,1200,0,2024-10-21,Monday,0,1,19,3.0,290.0,28,4,2,81,0,24.5,0,0.0,151,10000.0,1200
EVT1360,festival,Indore,200,0,2024-12-27,Friday,0,1,21,2.0,323.0,26,2,5,65,1,20.6,0,3.2,60,2000.0,200
EVT1361,concert,Bengaluru,2000,1,2025-11-12,Wednesday,0,0,21,3.0,1218.0,15,0,1,72,4,15.5,0,0.0,978,10000.0,2000
EVT1362,sports,Bengaluru,300,1,2024-03-05,Tuesday,0,1,16,2.0,266.0,20,4,4,9,2,24.5,0,0.6,182,2000.0,300
EVT1363,Stand-up,Mumbai,1200,1,2025-03-07,Friday,0,0,9,2.0,458.0,29,0,3,49,2,21.7,0,0.0,92,0.0,571
EVT1364,concert,Bengaluru,150,1,2024-02-09,Friday,0,0,11,2.0,569.0,11,3,5,53,3,24.0,1,4.3,46,0.0,150
EVT1365,Stand-up,Bengaluru,1200,1,2024-10-23,Wednesday,0,1,18,1.5,545.0,22,1,4,64,0,24.2,0,1.8,765,0.0,1056
EVT1366,seminar,Delhi,800,1,2024-02-01,Thursday,0,0,21,2.0,235.0,11,2,2,53,0,25.8,0,2.4,541,20000.0,800
EVT1367,festival,Delhi,500,0,2024-01-03,Wednesday,0,0,9,2.0,280.0,26,3,2,49,0,21.6,0,0.0,206,2000.0,500
EVT1368,seminar,Mumbai,500,0,2025-07-09,Wednesday,0,0,17,3.0,131.0,0,2,2,15,3,24.5,1,5.4,354,5000.0,497
EVT1369,seminar,Pune,500,1,2025-09-10,Wednesday,0,0,11,4.0,117.0,25,3,3,56,0,24.8,1,5.0,184,10000.0,500
EVT1370,sports,Delhi,3000,0,2024-08-01,Thursday,0,0,9,1.5,820.0,0,0,3,24,1,22.5,0,0.0,1087,0.0,1743
EVT1371,seminar,Bengaluru,300,1,2024-11-15,Friday,0,0,12,2.0,126.0,4,3,2,88,1,32.6,0,0.0,103,2000.0,300
EVT1372,sports,Indore,200,0,2024-03-09,Saturday,1,0,21,2.0,500.0,29,4,2,81,3,18.7,0,5.3,78,10000.0,200
EVT1373,seminar,Mumbai,300,1,2024-09-27,Friday,0,0,17,2.0,264.0,8,1,5,12,2,20.2,1,8.4,144,0.0,300
EVT1374,sports,Hyderabad,200,1,2025-02-04,Tuesday,0,0,15,1.5,546.0,1,2,2,88,1,17.9,0,0.0,82,2000.0,12
EVT1375,festival,Bengaluru,1200,0,2025-03-21,Friday,0,0,9,3.0,0.0,13,2,1,79,3,30.8,1,2.8,872,0.0,1200
EVT1376,concert,Mumbai,2000,0,2024-03-15,Friday,0,0,12,3.0,884.0,14,1,4,36,3,24.6,0,0.9,943,10000.0,2000
EVT1377,festival,Mumbai,1200,0,2025-06-26,Thursday,0,0,14,3.0,133.0,4,3,4,77,1,31.6,0,1.9,613,5000.0,1200
EVT1378,festival,Hyderabad,300,1,2025-08-09,Saturday,1,1,11,2.0,1.0,2,2,5,74,0,35.5,1,8.8,242,0.0,300
EVT1379,sports,Hyderabad,150,0,2025-10-02,Thursday,0,0,10,2.0,570.0,0,3,2,29,0,23.9,0,3.3,38,2000.0,22
EVT1380,Stand-up,Mumbai,1200,1,2025-02-18,Tuesday,0,1,19,2.0,571.0,13,0,5,20,1,25.5,0,0.0,450,2000.0,1200
EVT1381,Stand-up,Pune,2000,1,2025-12-21,Sunday,1,0,20,3.0,399.0,22,3,2,76,3,27.6,0,1.0,628,10000.0,2000
EVT1382,Stand-up,Indore,200,1,2025-04-01,Tuesday,0,0,11,3.0,483.0,29,3,2,38,3,27.4,0,3.2,128,2000.0,200
EVT1383,festival,Hyderabad,300,0,2025-12-01,Monday,0,0,16,1.5,343.0,7,3,1,88,0,18.5,0,0.0,37,5000.0,300
EVT1384,festival,Pune,500,1,2025-09-19,Friday,0,0,9,3.0,36.0,18,3,2,60,2,20.1,0,0.0,236,2000.0,500
EVT1385,seminar,Bengaluru,500,1,2024-03-06,Wednesday,0,0,19,3.0,277.0,6,2,5,35,3,15.8,0,5.8,115,2000.0,500
EVT1386,sports,Mumbai,500,0,2025-07-16,Wednesday,0,0,19,2.0,825.0,17,4,2,30,1,21.4,1,8.0,140,0.0,5
EVT1387,Stand-up,Mumbai,200,1,2025-03-26,Wednesday,0,0,21,2.0,250.0,14,1,3,81,3,23.3,0,1.9,151,20000.0,200
EVT1388,Stand-up,Hyderabad,500,1,2024-11-09,Saturday,1,0,21,3.0,154.0,28,0,2,38,3,28.4,0,0.0,221,0.0,489
EVT1389,sports,Mumbai,3000,0,2024-02-03,Saturday,1,0,10,4.0,645.0,13,4,4,19,2,21.5,0,1.3,1378,10000.0,3000
EVT1390,concert,Mumbai,300,0,2024-10-07,Monday,0,0,9,4.0,465.0,5,1,1,38,4,28.3,1,5.7,132,2000.0,0
EVT1391,Stand-up,Hyderabad,800,0,2025-01-01,Wednesday,0,0,15,2.0,507.0,28,1,1,60,1,22.6,0,0.5,257,0.0,466
EVT1392,concert,Indore,150,0,2025-05-05,Monday,0,0,13,2.0,819.0,10,1,2,54,1,30.5,0,0.6,76,10000.0,150
EVT1393,Stand-up,Indore,500,1,2025-03-01,Saturday,1,0,19,2.0,556.0,13,3,2,71,2,26.7,0,2.5,338,0.0,500
EVT1394,seminar,Bengaluru,500,1,2024-11-07,Thursday,0,1,11,3.0,144.0,17,3,1,39,0,23.8,0,2.6,217,10000.0,500
EVT1395,Stand-up,Pune,500,1,2024-12-01,Sunday,1,0,13,2.0,595.0,14,2,3,4,3,23.3,0,0.0,198,10000.0,500
EVT1396,sports,Pune,500,0,2025-09-03,Wednesday,0,0,17,4.0,870.0,6,3,3,69,3,26.7,0,1.5,51,10000.0,500
