,event_id,event_type,city,venue_capacity,is_indoor,date,weekday,is_weekend,holiday,start_time_hour,duration_hours,ticket_price,promotion_days,promo_channels_count,organizer_reputation,lead_time_days,competing_events_same_day,weather_temp_c,weather_is_rain,weather_rain_mm,historical_avg_attendance,promotion_budget,attendance,time_of_day
1335,EVT1335,concert,Bengaluru,150,0,2025-10-10,Friday,0,0,17,1.5,949.0,23,4,4,43,0,21.5,0,2.5,68,0.0,150,Evening
1336,EVT1336,concert,Indore,800,0,2024-09-24,Tuesday,0,0,18,3.0,785.0,20,2,5,62,4,18.9,1,1.8,191,5000.0,800,Evening
1337,EVT1337,seminar,Pune,2000,0,2025-03-21,Friday,0,0,17,1.5,190.0,11,2,3,77,3,24.1,0,3.1,589,10000.0,2000,Evening
1338,EVT1338,festival,Delhi,3000,1,2024-04-22,Monday,0,0,14,2.0,31.0,28,4,2,40,4,27.4,0,0.0,939,2000.0,2199,Afternoon
1339,EVT1339,concert,Mumbai,300,0,2024-05-14,Tuesday,0,0,12,1.5,645.0,3,2,3,30,1,29.8,0,0.0,86,0.0,250,Afternoon
1340,EVT1340,Stand-up,Mumbai,200,1,2024-09-11,Wednesday,0,0,12,3.0,148.0,1,4,5,82,2,26.0,0,3.2,100,0.0,200,Afternoon
1341,EVT1341,concert,Bengaluru,500,1,2024-07-03,Wednesday,0,0,18,3.0,770.0,20,2,3,7,4,29.8,1,9.3,137,5000.0,500,Evening
1342,EVT1342,seminar,Pune,500,1,2024-06-16,Sunday,1,0,13,2.0,252.0,25,3,5,53,0,28.4,0,0.0,77,10000.0,500,Afternoon
1343,EVT1343,Stand-up,Indore,200,1,2025-02-15,Saturday,1,1,18,2.0,322.0,15,1,3,33,2,22.3,0,1.4,80,0.0,200,Evening
1344,EVT1344,concert,Mumbai,2000,1,2024-11-11,Monday,0,0,17,3.0,463.0,18,1,5,61,4,26.2,0,0.0,741,10000.0,2000,Evening
1345,EVT1345,sports,Pune,1200,1,2024-08-22,Thursday,0,0,15,3.0,294.0,26,2,1,41,4,21.8,0,3.5,230,2000.0,545,Afternoon
1346,EVT1346,festival,Pune,200,0,2024-02-01,Thursday,0,0,21,1.5,312.0,18,0,4,45,3,29.6,0,1.1,21,2000.0,200,Night
1347,EVT1347,seminar,Hyderabad,1200,0,2025-12-18,Thursday,0,0,18,1.5,191.0,16,0,1,14,0,28.1,0,4.8,317,20000.0,1200,Evening
1348,EVT1348,festival,Mumbai,1200,1,2025-03-25,Tuesday,0,0,15,2.0,162.0,29,2,4,35,4,27.8,0,0.0,476,10000.0,1200,Afternoon
1349,EVT1349,Stand-up,Delhi,800,1,2025-06-24,Tuesday,0,0,9,2.0,570.0,1,1,4,46,1,30.1,1,7.6,588,10000.0,800,Morning
1350,EVT1350,festival,Indore,300,1,2024-05-06,Monday,0,0,12,1.5,303.0,11,0,5,10,4,25.1,0,0.0,71,10000.0,300,Afternoon
1351,EVT1351,seminar,Hyderabad,500,1,2025-12-23,Tuesday,0,0,21,3.0,153.0,22,1,4,16,2,21.3,1,4.2,263,0.0,500,Night
1352,EVT1352,Stand-up,Delhi,2000,0,2025-11-09,Sunday,1,0,19,2.0,148.0,5,0,5,13,4,31.5,0,0.0,1034,2000.0,2000,Evening
1353,EVT1353,Stand-up,Hyderabad,800,1,2024-07-22,Monday,0,0,16,2.0,162.0,21,0,1,48,0,29.9,1,8.4,10,0.0,306,Afternoon
1354,EVT1354,sports,Mumbai,500,0,2025-09-12,Friday,0,0,9,3.0,407.0,25,4,1,79,1,23.0,1,5.1,242,5000.0,500,Morning
1355,EVT1355,Stand-up,Pune,1200,1,2024-01-10,Wednesday,0,0,11,2.0,559.0,22,3,3,32,1,21.6,0,0.0,541,5000.0,1081,Morning
1356,EVT1356,seminar,Delhi,200,1,2024-06-24,Monday,0,0,17,2.0,87.0,28,4,3,70,1,38.8,1,8.5,48,2000.0,200,Evening
1357,EVT1357,festival,Hyderabad,500,1,2024-08-13,Tuesday,0,0,20,2.0,328.0,14,0,5,76,2,24.0,0,0.0,254,20000.0,500,Evening
1358,EVT1358,festival,Bengaluru,200,1,2024-03-25,Monday,0,0,20,1.5,104.0,23,3,1,86,2,27.1,0,0.0,109,2000.0,200,Evening
1359,EVT1359,festival,Bengaluru,1200,0,2024-10-21,Monday,0,1,19,3.0,290.0,28,4,2,81,0,24.5,0,0.0,151,10000.0,1200,Evening
1360,EVT1360,festival,Indore,200,0,2024-12-27,Friday,0,1,21,2.0,323.0,26,2,5,65,1,20.6,0,3.2,60,2000.0,200,Night
1361,EVT1361,concert,Bengaluru,2000,1,2025-11-12,Wednesday,0,0,21,3.0,1218.0,15,0,1,72,4,15.5,0,0.0,978,10000.0,2000,Night
1362,EVT1362,sports,Bengaluru,300,1,2024-03-05,Tuesday,0,1,16,2.0,266.0,20,4,4,9,2,24.5,0,0.6,182,2000.0,300,Afternoon
1363,EVT1363,Stand-up,Mumbai,1200,1,2025-03-07,Friday,0,0,9,2.0,458.0,29,0,3,49,2,21.7,0,0.0,92,0.0,571,Morning
1364,EVT1364,concert,Bengaluru,150,1,2024-02-09,Friday,0,0,11,2.0,569.0,11,3,5,53,3,24.0,1,4.3,46,0.0,150,Morning
1365,EVT1365,Stand-up,Bengaluru,1200,1,2024-10-23,Wednesday,0,1,18,1.5,545.0,22,1,4,64,0,24.2,0,1.8,765,0.0,1056,Evening
1366,EVT1366,seminar,Delhi,800,1,2024-02-01,Thursday,0,0,21,2.0,235.0,11,2,2,53,0,25.8,0,2.4,541,20000.0,800,Night
1367,EVT1367,festival,Delhi,500,0,2024-01-03,Wednesday,0,0,9,2.0,280.0,26,3,2,49,0,21.6,0,0.0,206,2000.0,500,Morning
1368,EVT1368,seminar,Mumbai,500,0,2025-07-09,Wednesday,0,0,17,3.0,131.0,0,2,2,15,3,24.5,1,5.4,354,5000.0,397,Evening
1369,EVT1369,seminar,Pune,500,1,2025-09-10,Wednesday,0,0,11,4.0,117.0,25,3,3,56,0,24.8,1,5.0,184,10000.0,500,Morning
1370,EVT1370,sports,Delhi,3000,0,2024-08-01,Thursday,0,0,9,1.5,820.0,0,0,3,24,1,22.5,0,0.0,1087,0.0,1643,Morning
1371,EVT1371,seminar,Bengaluru,300,1,2024-11-15,Friday,0,0,12,2.0,126.0,4,3,2,88,1,32.6,0,0.0,103,2000.0,300,Afternoon
1372,EVT1372,sports,Indore,200,0,2024-03-09,Saturday,1,0,21,2.0,500.0,29,4,2,81,3,18.7,0,5.3,78,10000.0,200,Night
1373,EVT1373,seminar,Mumbai,300,1,2024-09-27,Friday,0,0,17,2.0,264.0,8,1,5,12,2,20.2,1,8.4,144,0.0,300,Evening
1374,EVT1374,sports,Hyderabad,200,1,2025-02-04,Tuesday,0,0,15,1.5,546.0,1,2,2,88,1,17.9,0,0.0,82,2000.0,12,Afternoon
1375,EVT1375,festival,Bengaluru,1200,0,2025-03-21,Friday,0,0,9,3.0,0.0,13,2,1,79,3,30.8,1,2.8,872,0.0,1200,Morning
1376,EVT1376,concert,Mumbai,2000,0,2024-03-15,Friday,0,0,12,3.0,884.0,14,1,4,36,3,24.6,0,0.9,943,10000.0,2000,Afternoon
1377,EVT1377,festival,Mumbai,1200,0,2025-06-26,Thursday,0,0,14,3.0,133.0,4,3,4,77,1,31.6,0,1.9,613,5000.0,1200,Afternoon
1378,EVT1378,festival,Hyderabad,300,1,2025-08-09,Saturday,1,1,11,2.0,1.0,2,2,5,74,0,35.5,1,8.8,242,0.0,300,Morning
1379,EVT1379,sports,Hyderabad,150,0,2025-10-02,Thursday,0,0,10,2.0,570.0,0,3,2,29,0,23.9,0,3.3,38,2000.0,0,Morning
1380,EVT1380,Stand-up,Mumbai,1200,1,2025-02-18,Tuesday,0,1,19,2.0,571.0,13,0,5,20,1,25.5,0,0.0,450,2000.0,1200,Evening
1381,EVT1381,Stand-up,Pune,2000,1,2025-12-21,Sunday,1,0,20,3.0,399.0,22,3,2,76,3,27.6,0,1.0,628,10000.0,2000,Evening
1382,EVT1382,Stand-up,Indore,200,1,2025-04-01,Tuesday,0,0,11,3.0,483.0,29,3,2,38,3,27.4,0,3.2,128,2000.0,200,Morning
1383,EVT1383,festival,Hyderabad,300,0,2025-12-01,Monday,0,0,16,1.5,343.0,7,3,1,88,0,18.5,0,0.0,37,5000.0,300,Afternoon
1384,EVT1384,festival,Pune,500,1,2025-09-19,Friday,0,0,9,3.0,36.0,18,3,2,60,2,20.1,0,0.0,236,2000.0,500,Morning
1385,EVT1385,seminar,Bengaluru,500,1,2024-03-06,Wednesday,0,0,19,3.0,277.0,6,2,5,35,3,15.8,0,5.8,115,2000.0,500,Evening
1386,EVT1386,sports,Mumbai,500,0,2025-07-16,Wednesday,0,0,19,2.0,825.0,17,4,2,30,1,21.4,1,8.0,140,0.0,0,Evening
1387,EVT1387,Stand-up,Mumbai,200,1,2025-03-26,Wednesday,0,0,21,2.0,250.0,14,1,3,81,3,23.3,0,1.9,151,20000.0,200,Night
1388,EVT1388,Stand-up,Hyderabad,500,1,2024-11-09,Saturday,1,0,21,3.0,154.0,28,0,2,38,3,28.4,0,0.0,221,0.0,489,Night
1389,EVT1389,sports,Mumbai,3000,0,2024-02-03,Saturday,1,0,10,4.0,645.0,13,4,4,19,2,21.5,0,1.3,1378,10000.0,3000,Morning
1390,EVT1390,concert,Mumbai,300,0,2024-10-07,Monday,0,0,9,4.0,465.0,5,1,1,38,4,28.3,1,5.7,132,2000.0,0,Morning
1391,EVT1391,Stand-up,Hyderabad,800,0,2025-01-01,Wednesday,0,0,15,2.0,507.0,28,1,1,60,1,22.6,0,0.5,257,0.0,366,Afternoon
1392,EVT1392,concert,Indore,150,0,2025-05-05,Monday,0,0,13,2.0,819.0,10,1,2,54,1,30.5,0,0.6,76,10000.0,150,Afternoon
1393,EVT1393,Stand-up,Indore,500,1,2025-03-01,Saturday,1,0,19,2.0,556.0,13,3,2,71,2,26.7,0,2.5,338,0.0,500,Evening
1394,EVT1394,seminar,Bengaluru,500,1,2024-11-07,Thursday,0,1,11,3.0,144.0,17,3,1,39,0,23.8,0,2.6,217,10000.0,500,Morning
1395,EVT1395,Stand-up,Pune,500,1,2024-12-01,Sunday,1,0,13,2.0,595.0,14,2,3,4,3,23.3,0,0.0,198,10000.0,500,Afternoon
1396,EVT1396,sports,Pune,500,0,2025-09-03,Wednesday,0,0,17,4.0,870.0,6,3,3,69,3,26.7,0,1.5,51,10000.0,500,Evening
1397,EVT1397,Stand-up,Mumbai,1200,1,2025-12-13,Saturday,1,0,17,2.0,401.0,5,1,3,16,0,21.6,0,0.8,338,2000.0,1031,Evening
1398,EVT1398,seminar,Mumbai,300,0,2024-02-06,Tuesday,0,0,18,3.0,289.0,11,2,5,69,4,32.9,0,0.0,158,20000.0,300,Evening
1399,EVT1399,Stand-up,Hyderabad,500,0,2024-07-14,Sunday,1,0,12,2.0,520.0,17,2,4,39,1,28.6,0,0.0,204,20000.0,500,Afternoon
1400,EVT1400,Stand-up,Delhi,500,1,2024-03-19,Tuesday,0,0,12,3.0,152.0,0,4,2,53,3,30.5,0,1.0,293,5000.0,500,Afternoon
1401,EVT1401,seminar,Indore,500,1,2024-03-27,Wednesday,0,0,14,3.0,193.0,8,3,1,52,4,30.2,0,4.3,115,5000.0,470,Afternoon
1402,EVT1402,concert,Indore,800,0,2024-06-26,Wednesday,0,0,9,1.5,1347.0,26,4,1,77,2,28.6,0,4.5,196,0.0,177,Morning
1403,EVT1403,Stand-up,Pune,1200,1,2025-03-07,Friday,0,0,9,3.0,277.0,16,3,5,60,4,26.3,0,0.0,443,0.0,1200,Morning
1404,EVT1404,seminar,Indore,1200,1,2024-06-09,Sunday,1,0,17,3.0,57.0,29,0,2,27,2,29.5,0,0.0,806,20000.0,1200,Evening
1405,EVT1405,Stand-up,Pune,500,1,2025-08-07,Thursday,0,0,20,2.0,352.0,17,3,3,38,2,28.9,0,0.4,208,2000.0,500,Evening
1406,EVT1406,seminar,Delhi,500,1,2025-01-24,Friday,0,0,13,1.5,21.0,29,4,1,62,1,26.6,0,0.3,102,20000.0,500,Afternoon
1407,EVT1407,seminar,Delhi,500,1,2025-04-07,Monday,0,0,12,1.5,210.0,21,2,2,82,0,21.2,0,2.2,189,2000.0,500,Afternoon
1408,EVT1408,concert,Pune,800,1,2024-12-06,Friday,0,0,17,2.0,1390.0,14,4,3,62,4,24.8,1,2.7,311,5000.0,579,Evening
1409,EVT1409,sports,Mumbai,800,0,2024-08-04,Sunday,1,0,16,2.0,801.0,27,3,5,48,4,28.6,1,4.8,261,2000.0,683,Afternoon
1410,EVT1410,sports,Bengaluru,150,0,2025-04-06,Sunday,1,0,9,1.5,828.0,24,1,1,32,3,31.8,0,0.4,38,0.0,0,Morning
1411,EVT1411,seminar,Mumbai,300,1,2024-12-26,Thursday,0,0,10,2.0,263.0,6,4,5,16,1,19.1,0,1.4,95,0.0,300,Morning
1412,EVT1412,Stand-up,Hyderabad,300,0,2025-12-21,Sunday,1,0,16,3.0,430.0,9,1,3,38,3,13.1,1,0.0,77,2000.0,246,Afternoon
1413,EVT1413,seminar,Indore,300,1,2025-11-06,Thursday,0,0,10,1.5,285.0,9,0,3,27,1,27.1,0,1.5,130,0.0,151,Morning
1414,EVT1414,concert,Indore,800,1,2024-05-06,Monday,0,0,13,3.0,1359.0,29,4,3,89,4,28.3,1,1.8,289,2000.0,438,Afternoon
1415,EVT1415,seminar,Bengaluru,500,0,2025-01-07,Tuesday,0,0,17,3.0,275.0,26,4,1,61,1,25.9,0,0.0,223,0.0,500,Evening
1416,EVT1416,concert,Delhi,2000,0,2025-07-06,Sunday,1,0,18,2.0,1011.0,16,2,1,28,2,27.2,0,2.6,607,2000.0,2000,Evening
1417,EVT1417,festival,Bengaluru,150,0,2025-01-16,Thursday,0,0,21,1.5,137.0,12,2,3,64,0,20.1,0,2.7,78,5000.0,150,Night
1418,EVT1418,festival,Mumbai,800,0,2024-12-08,Sunday,1,0,11,3.0,293.0,17,0,2,49,3,21.8,0,2.5,443,5000.0,800,Morning
1419,EVT1419,festival,Indore,800,0,2024-12-01,Sunday,1,0,14,4.0,172.0,11,2,3,43,3,16.9,0,0.0,299,5000.0,800,Afternoon
1420,EVT1420,concert,Mumbai,300,0,2025-10-26,Sunday,1,0,13,2.0,852.0,23,1,1,21,2,27.8,0,1.2,129,0.0,37,Afternoon
1421,EVT1421,seminar,Indore,800,1,2024-11-09,Saturday,1,0,15,1.5,103.0,22,1,4,74,0,24.7,1,7.0,209,0.0,800,Afternoon
1422,EVT1422,festival,Indore,500,0,2025-09-20,Saturday,1,0,21,4.0,101.0,23,3,1,59,3,24.8,0,0.0,170,10000.0,500,Night
1423,EVT1423,sports,Pune,150,0,2024-01-23,Tuesday,0,0,12,4.0,297.0,5,2,4,86,2,24.9,0,0.1,79,10000.0,150,Afternoon
1424,EVT1424,festival,Delhi,2000,0,2025-09-05,Friday,0,0,14,2.0,223.0,23,0,3,16,3,29.8,1,4.9,482,5000.0,1753,Afternoon
1425,EVT1425,seminar,Hyderabad,500,1,2025-02-23,Sunday,1,0,20,1.5,31.0,21,1,5,13,4,22.1,1,10.0,235,5000.0,500,Evening
1426,EVT1426,sports,Pune,800,1,2024-05-12,Sunday,1,0,17,3.0,227.0,6,2,2,44,1,30.5,0,10.5,283,5000.0,800,Evening
1427,EVT1427,concert,Bengaluru,1200,0,2025-07-07,Monday,0,1,18,1.5,469.0,4,2,4,87,0,24.5,1,1.2,484,2000.0,1200,Evening
1428,EVT1428,Stand-up,Hyderabad,3000,1,2025-07-18,Friday,0,0,16,3.0,297.0,24,4,5,28,3,32.5,1,5.4,1817,20000.0,3000,Afternoon
1429,EVT1429,festival,Bengaluru,200,1,2025-08-14,Thursday,0,0,18,4.0,30.0,14,1,1,8,3,27.1,1,7.6,57,10000.0,200,Evening
1430,EVT1430,concert,Bengaluru,2000,0,2025-12-25,Thursday,0,0,9,2.0,1304.0,5,4,4,75,3,22.9,0,4.4,847,10000.0,2000,Morning
1431,EVT1431,concert,Hyderabad,2000,1,2024-01-03,Wednesday,0,0,10,3.0,1014.0,4,2,5,42,0,24.3,0,0.0,1184,5000.0,2000,Morning
1432,EVT1432,Stand-up,Mumbai,500,1,2025-11-10,Monday,0,0,9,3.0,406.0,16,2,5,30,4,18.7,0,0.8,254,0.0,500,Morning
1433,EVT1433,seminar,Indore,500,1,2024-01-12,Friday,0,0,16,4.0,45.0,11,3,5,74,2,20.0,0,4.7,133,10000.0,500,Afternoon
1434,EVT1434,sports,Pune,1200,0,2025-06-09,Monday,0,0,14,1.5,804.0,10,0,5,77,4,36.5,1,6.6,419,20000.0,1200,Afternoon
1435,EVT1435,concert,Delhi,300,0,2024-04-14,Sunday,1,0,14,2.0,941.0,9,0,4,46,0,30.4,0,3.8,139,2000.0,300,Afternoon
1436,EVT1436,Stand-up,Indore,2000,1,2025-08-25,Monday,0,1,21,4.0,588.0,24,0,1,15,4,25.8,0,0.0,308,0.0,289,Night
1437,EVT1437,sports,Mumbai,1200,1,2024-11-17,Sunday,1,0,17,1.5,268.0,28,1,3,57,3,29.6,0,0.0,380,2000.0,1178,Evening
1438,EVT1438,seminar,Mumbai,300,0,2025-06-20,Friday,0,0,17,1.5,169.0,9,0,3,8,2,26.6,0,0.0,132,0.0,53,Evening
1439,EVT1439,concert,Bengaluru,500,0,2024-01-09,Tuesday,0,0,20,2.0,576.0,23,4,2,13,2,22.2,0,1.7,232,2000.0,500,Evening
1440,EVT1440,concert,Indore,500,1,2025-11-18,Tuesday,0,0,16,2.0,1030.0,18,4,1,23,3,24.0,0,0.0,91,0.0,0,Afternoon
1441,EVT1441,concert,Pune,500,1,2025-11-11,Tuesday,0,0,16,2.0,1106.0,9,1,5,78,3,28.0,0,0.0,68,2000.0,345,Afternoon
1442,EVT1442,festival,Pune,2000,0,2025-03-22,Saturday,1,0,12,3.0,129.0,23,1,2,58,2,22.5,0,0.0,311,0.0,1846,Afternoon
1443,EVT1443,Stand-up,Bengaluru,1200,1,2024-05-14,Tuesday,0,0,19,4.0,460.0,7,3,1,63,4,25.5,0,6.4,393,0.0,760,Evening
1444,EVT1444,sports,Delhi,2000,1,2024-10-15,Tuesday,0,0,16,3.0,717.0,7,4,1,65,4,24.6,0,1.6,861,0.0,1719,Afternoon
1445,EVT1445,Stand-up,Indore,150,0,2024-12-07,Saturday,1,0,18,2.0,566.0,15,1,1,26,4,23.8,0,2.0,35,10000.0,150,Evening
1446,EVT1446,concert,Hyderabad,300,1,2025-05-08,Thursday,0,0,9,2.0,1049.0,7,4,1,44,4,26.9,0,2.6,62,10000.0,300,Morning
1447,EVT1447,Stand-up,Indore,300,1,2025-03-20,Thursday,0,1,20,1.5,484.0,24,1,3,49,3,23.4,0,0.4,135,2000.0,247,Evening
1448,EVT1448,sports,Indore,300,0,2025-05-03,Saturday,1,0,21,3.0,878.0,1,4,5,29,0,31.6,0,0.4,30,0.0,300,Night
1449,EVT1449,seminar,Indore,1200,1,2025-02-04,Tuesday,0,1,21,1.5,175.0,28,1,4,16,0,19.8,0,2.3,10,2000.0,1046,Night
1450,EVT1450,Stand-up,Bengaluru,1200,1,2024-01-10,Wednesday,0,0,14,3.0,403.0,29,1,4,87,0,21.0,1,5.2,677,2000.0,1200,Afternoon
1451,EVT1451,Stand-up,Bengaluru,300,1,2024-09-25,Wednesday,0,0,12,4.0,499.0,6,0,5,13,4,24.8,1,10.7,89,2000.0,300,Afternoon
1452,EVT1452,sports,Mumbai,500,0,2024-03-21,Thursday,0,0,14,2.0,313.0,4,0,5,19,1,28.7,0,3.2,214,2000.0,500,Afternoon
1453,EVT1453,festival,Hyderabad,500,1,2025-09-07,Sunday,1,0,15,3.0,368.0,13,0,4,52,1,21.7,0,0.0,162,0.0,500,Afternoon
1454,EVT1454,festival,Hyderabad,300,0,2025-02-20,Thursday,0,0,15,2.0,263.0,24,2,4,59,0,30.9,0,4.1,131,2000.0,300,Afternoon
1455,EVT1455,sports,Pune,150,0,2025-07-13,Sunday,1,0,12,4.0,820.0,6,2,2,43,2,23.6,0,0.0,48,20000.0,150,Afternoon
1456,EVT1456,seminar,Pune,2000,1,2024-05-05,Sunday,1,0,21,3.0,224.0,0,4,5,30,2,27.7,1,8.0,681,5000.0,2000,Night
1457,EVT1457,festival,Delhi,500,1,2024-08-15,Thursday,0,0,13,2.0,262.0,18,0,2,34,0,30.2,1,8.7,195,5000.0,500,Afternoon
1458,EVT1458,concert,Hyderabad,800,1,2024-01-24,Wednesday,0,0,10,1.5,1334.0,29,0,3,3,4,26.1,0,3.7,377,0.0,0,Morning
1459,EVT1459,concert,Mumbai,500,1,2025-02-15,Saturday,1,0,21,1.5,700.0,14,2,5,10,3,19.9,0,0.7,221,0.0,500,Night
1460,EVT1460,seminar,Bengaluru,500,1,2024-12-17,Tuesday,0,1,20,2.0,270.0,21,2,4,61,3,26.4,0,0.0,140,0.0,481,Evening
1461,EVT1461,Stand-up,Pune,800,1,2024-10-25,Friday,0,0,11,2.0,599.0,15,3,4,72,4,23.5,0,2.9,299,5000.0,800,Morning
1462,EVT1462,festival,Indore,150,1,2025-12-11,Thursday,0,1,19,2.0,395.0,4,1,4,37,4,19.2,0,2.1,59,20000.0,150,Evening
1463,EVT1463,festival,Delhi,2000,1,2025-06-18,Wednesday,0,0,19,1.5,83.0,18,1,4,18,0,29.3,0,2.7,888,0.0,2000,Evening
1464,EVT1464,sports,Hyderabad,200,1,2025-06-23,Monday,0,0,16,1.5,750.0,20,1,3,73,0,36.4,0,2.9,81,0.0,0,Afternoon
1465,EVT1465,Stand-up,Indore,200,0,2025-04-10,Thursday,0,0,15,3.0,350.0,19,3,2,33,2,26.3,1,1.9,93,20000.0,200,Afternoon
1466,EVT1466,seminar,Mumbai,200,1,2024-08-24,Saturday,1,0,20,2.0,52.0,12,3,1,65,1,24.9,1,6.7,73,20000.0,200,Evening
1467,EVT1467,concert,Bengaluru,300,0,2024-08-04,Sunday,1,0,19,2.0,569.0,23,0,4,4,1,32.7,1,5.8,128,10000.0,300,Evening
1468,EVT1468,Stand-up,Delhi,500,1,2024-09-21,Saturday,1,0,19,3.0,208.0,15,0,3,29,2,26.4,0,1.4,250,0.0,500,Evening
1469,EVT1469,concert,Hyderabad,300,0,2025-05-09,Friday,0,0,20,2.0,563.0,17,0,2,27,4,29.4,0,2.4,171,2000.0,179,Evening
1470,EVT1470,seminar,Indore,2000,1,2024-08-15,Thursday,0,0,21,2.0,224.0,25,0,3,29,3,23.1,0,0.9,697,10000.0,2000,Night
1471,EVT1471,concert,Pune,300,0,2024-05-06,Monday,0,0,21,1.5,548.0,14,1,2,26,3,19.5,1,4.8,181,5000.0,300,Night
1472,EVT1472,sports,Bengaluru,1200,0,2025-08-03,Sunday,1,0,9,2.0,594.0,7,3,1,56,2,21.8,1,10.3,355,2000.0,696,Morning
1473,EVT1473,Stand-up,Indore,300,1,2024-01-14,Sunday,1,0,20,3.0,185.0,5,4,4,75,1,23.2,1,6.9,156,20000.0,300,Evening
1474,EVT1474,concert,Mumbai,150,1,2024-09-22,Sunday,1,0,16,3.0,822.0,18,0,4,77,2,22.6,0,0.0,89,0.0,150,Afternoon
1475,EVT1475,Stand-up,Hyderabad,800,1,2024-10-04,Friday,0,1,16,1.5,208.0,15,4,3,23,0,34.8,0,5.2,532,2000.0,800,Afternoon
1476,EVT1476,seminar,Indore,300,1,2025-03-14,Friday,0,0,17,3.0,260.0,2,4,3,71,1,25.0,0,1.9,110,20000.0,300,Evening
1477,EVT1477,sports,Mumbai,800,0,2025-02-02,Sunday,1,0,15,2.0,233.0,9,0,1,79,1,21.4,0,0.0,191,0.0,523,Afternoon
1478,EVT1478,festival,Indore,1200,0,2024-11-21,Thursday,0,0,16,4.0,62.0,8,0,4,56,3,32.4,0,0.0,421,2000.0,1200,Afternoon
1479,EVT1479,concert,Bengaluru,800,0,2025-06-06,Friday,0,0,9,3.0,1447.0,0,2,5,62,0,29.9,0,0.9,285,5000.0,800,Morning
1480,EVT1480,seminar,Bengaluru,1200,1,2024-10-14,Monday,0,0,20,1.5,223.0,22,4,4,6,3,21.6,0,0.0,704,10000.0,1200,Evening
1481,EVT1481,concert,Pune,150,0,2024-02-04,Sunday,1,0,19,4.0,1118.0,20,1,1,71,3,22.3,0,0.2,50,10000.0,150,Evening
1482,EVT1482,concert,Delhi,150,0,2025-04-12,Saturday,1,0,19,4.0,432.0,10,0,4,82,1,18.9,0,2.4,49,2000.0,150,Evening
1483,EVT1483,concert,Pune,300,0,2025-08-06,Wednesday,0,0,14,4.0,497.0,9,0,3,43,3,29.2,1,8.4,83,5000.0,300,Afternoon
1484,EVT1484,concert,Indore,1200,0,2025-06-21,Saturday,1,0,21,1.5,774.0,6,0,1,5,0,30.0,1,9.7,675,5000.0,1006,Night
1485,EVT1485,seminar,Indore,1200,1,2024-03-19,Tuesday,0,0,11,3.0,144.0,22,2,4,62,2,21.8,0,0.0,949,0.0,1200,Morning
1486,EVT1486,concert,Hyderabad,800,0,2024-02-25,Sunday,1,0,13,3.0,879.0,27,4,4,36,2,26.6,0,1.0,152,20000.0,800,Afternoon
1487,EVT1487,concert,Hyderabad,1200,1,2025-01-12,Sunday,1,0,13,2.0,806.0,4,2,2,46,3,26.7,0,0.0,318,5000.0,1200,Afternoon
1488,EVT1488,sports,Mumbai,150,1,2025-02-26,Wednesday,0,0,17,1.5,635.0,6,2,3,56,0,23.8,0,0.0,58,2000.0,123,Evening
1489,EVT1489,seminar,Hyderabad,800,1,2024-05-13,Monday,0,0,19,1.5,219.0,16,0,5,74,4,28.8,0,0.5,357,2000.0,800,Evening
1490,EVT1490,sports,Bengaluru,200,0,2024-01-22,Monday,0,0,15,4.0,283.0,4,0,2,25,3,22.1,0,1.0,84,0.0,0,Afternoon
1491,EVT1491,seminar,Bengaluru,800,1,2024-05-21,Tuesday,0,1,13,3.0,11.0,29,4,2,67,0,29.0,0,0.0,398,0.0,720,Afternoon
1492,EVT1492,festival,Bengaluru,500,1,2024-09-24,Tuesday,0,0,10,3.0,273.0,12,4,5,82,2,27.3,1,7.9,200,5000.0,500,Morning
1493,EVT1493,Stand-up,Bengaluru,800,1,2024-06-02,Sunday,1,0,13,1.5,203.0,27,3,3,6,3,22.9,1,4.3,262,2000.0,800,Afternoon
1494,EVT1494,Stand-up,Pune,300,0,2025-03-09,Sunday,1,0,18,2.0,305.0,5,2,1,71,3,25.7,1,7.4,114,5000.0,300,Evening
1495,EVT1495,concert,Bengaluru,1200,0,2024-10-11,Friday,0,0,15,1.5,776.0,11,3,2,15,3,24.7,0,0.7,366,2000.0,1200,Afternoon
1496,EVT1496,seminar,Hyderabad,500,0,2025-03-07,Friday,0,0,11,3.0,208.0,19,1,5,19,2,27.0,0,4.1,117,10000.0,500,Morning
1497,EVT1497,seminar,Pune,500,0,2025-02-15,Saturday,1,0,19,2.0,263.0,4,4,1,41,4,27.5,0,0.0,166,5000.0,500,Evening
1498,EVT1498,sports,Indore,3000,0,2024-04-12,Friday,0,0,11,3.0,948.0,13,0,5,44,3,33.9,0,6.2,888,5000.0,1610,Morning
1499,EVT1499,seminar,Indore,150,1,2025-04-07,Monday,0,0,10,3.0,258.0,0,3,4,39,0,25.4,0,2.6,59,0.0,150,Morning
1500,EVT1500,concert,Indore,200,0,2024-11-15,Friday,0,0,9,2.0,953.0,17,0,4,49,3,23.7,0,2.2,62,2000.0,148,Morning
1501,EVT1501,sports,Indore,1200,1,2025-12-01,Monday,0,0,20,3.0,580.0,19,4,5,15,0,17.4,0,0.0,517,20000.0,1200,Evening
1502,EVT1502,festival,Delhi,3000,0,2024-07-26,Friday,0,0,13,2.0,234.0,9,4,2,61,4,24.8,1,5.5,1607,0.0,2776,Afternoon
